date,store,city,category,channel,units_sold,revenue_sar,returns_units,foot_traffic,csat
2025-01-29,Riyadh-Olaya,Riyadh,Apparel,In-Store,35,4445.66,1,958.0,4.27
2025-01-29,Riyadh-Olaya,Riyadh,Apparel,Online,8,1038.29,0,,3.79
2025-01-29,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,64,12898.06,3,958.0,3.99
2025-01-29,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,11,2275.14,1,,3.41
2025-01-29,Riyadh-Olaya,Riyadh,Beauty,In-Store,60,5417.57,1,958.0,4.13
2025-01-29,Riyadh-Olaya,Riyadh,Beauty,Online,10,867.06,0,,3.09
2025-01-29,Riyadh-Olaya,Riyadh,Groceries,In-Store,44,2132.87,1,958.0,4.18
2025-01-29,Riyadh-Olaya,Riyadh,Groceries,Online,8,348.36,0,,3.55
2025-01-30,Riyadh-Olaya,Riyadh,Electronics,In-Store,45,35211.1,2,901.0,3.75
2025-01-30,Riyadh-Olaya,Riyadh,Electronics,Online,6,5099.89,0,,3.49
2025-01-30,Riyadh-Olaya,Riyadh,Apparel,In-Store,58,8894.7,1,901.0,4.42
2025-01-30,Riyadh-Olaya,Riyadh,Apparel,Online,8,1021.92,0,,3.56
2025-01-30,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,56,12341.44,1,901.0,4.4
2025-01-30,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,7,1547.36,0,,3.44
2025-01-30,Riyadh-Olaya,Riyadh,Beauty,In-Store,54,5207.14,1,901.0,4.39
2025-01-30,Riyadh-Olaya,Riyadh,Beauty,Online,8,801.13,0,,3.55
2025-01-30,Riyadh-Olaya,Riyadh,Groceries,In-Store,57,2483.36,2,901.0,3.66
2025-01-30,Riyadh-Olaya,Riyadh,Groceries,Online,11,514.56,1,,3.48
2025-01-31,Riyadh-Olaya,Riyadh,Electronics,In-Store,94,80161.24,3,1255.0,3.5
2025-01-31,Riyadh-Olaya,Riyadh,Electronics,Online,10,9278.18,1,,3.84
2025-01-31,Riyadh-Olaya,Riyadh,Apparel,In-Store,57,8473.68,3,1255.0,4.45
2025-01-31,Riyadh-Olaya,Riyadh,Apparel,Online,17,2185.88,1,,3.58
2025-01-31,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,46,9742.26,1,1255.0,3.74
2025-01-31,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,17,3807.27,1,,2.8
2025-01-31,Riyadh-Olaya,Riyadh,Beauty,In-Store,77,7260.63,1,1255.0,3.87
2025-01-31,Riyadh-Olaya,Riyadh,Beauty,Online,13,1255.28,0,,3.71
2025-01-31,Riyadh-Olaya,Riyadh,Groceries,In-Store,60,2530.24,3,1255.0,3.56
2025-01-31,Riyadh-Olaya,Riyadh,Groceries,Online,12,544.52,0,,3.91
2025-02-01,Riyadh-Olaya,Riyadh,Electronics,In-Store,73,57657.49,4,1302.0,4.34
2025-02-01,Riyadh-Olaya,Riyadh,Electronics,Online,15,12705.23,1,,3.68
2025-02-01,Riyadh-Olaya,Riyadh,Apparel,In-Store,69,9410.62,2,1302.0,3.94
2025-02-01,Riyadh-Olaya,Riyadh,Apparel,Online,12,1743.08,0,,3.93
2025-02-01,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,89,17080.02,4,1302.0,3.91
2025-02-01,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,18,3545.59,2,,3.67
2025-02-01,Riyadh-Olaya,Riyadh,Beauty,In-Store,53,5189.88,1,1302.0,4.43
2025-02-01,Riyadh-Olaya,Riyadh,Beauty,Online,15,1318.25,1,,3.34
2025-02-01,Riyadh-Olaya,Riyadh,Groceries,In-Store,96,3897.88,2,1302.0,4.95
2025-02-01,Riyadh-Olaya,Riyadh,Groceries,Online,11,485.37,1,,4.44
2025-02-02,Riyadh-Olaya,Riyadh,Electronics,In-Store,36,30940.07,1,926.0,4.08
2025-02-02,Riyadh-Olaya,Riyadh,Electronics,Online,9,7251.64,0,,4.34
2025-02-02,Riyadh-Olaya,Riyadh,Apparel,In-Store,38,5753.49,1,926.0,3.05
2025-02-02,Riyadh-Olaya,Riyadh,Apparel,Online,10,1388.03,0,,2.95
2025-02-02,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,67,13401.93,3,926.0,4.46
2025-02-02,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,10,2164.41,1,,4.14
2025-02-02,Riyadh-Olaya,Riyadh,Beauty,In-Store,36,3628.14,1,926.0,3.98
2025-02-02,Riyadh-Olaya,Riyadh,Beauty,Online,11,1083.75,1,,3.64
2025-02-02,Riyadh-Olaya,Riyadh,Groceries,In-Store,55,2268.97,1,926.0,4.13
2025-02-02,Riyadh-Olaya,Riyadh,Groceries,Online,8,356.13,0,,4.0
2025-02-03,Riyadh-Olaya,Riyadh,Electronics,In-Store,47,43162.25,2,964.0,4.04
2025-02-03,Riyadh-Olaya,Riyadh,Electronics,Online,13,11572.82,0,,3.1
2025-02-03,Riyadh-Olaya,Riyadh,Apparel,In-Store,33,4986.92,1,964.0,3.45
2025-02-03,Riyadh-Olaya,Riyadh,Apparel,Online,9,1234.75,0,,4.2
2025-02-03,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,62,12323.97,2,964.0,4.62
2025-02-03,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,12,2289.24,0,,3.81
2025-02-03,Riyadh-Olaya,Riyadh,Beauty,In-Store,66,6794.84,2,964.0,4.73
2025-02-03,Riyadh-Olaya,Riyadh,Beauty,Online,7,693.08,0,,3.03
2025-02-03,Riyadh-Olaya,Riyadh,Groceries,In-Store,57,2488.64,1,964.0,4.78
2025-02-03,Riyadh-Olaya,Riyadh,Groceries,Online,12,593.55,0,,3.73
2025-02-04,Riyadh-Olaya,Riyadh,Electronics,In-Store,38,29237.53,1,919.0,4.32
2025-02-04,Riyadh-Olaya,Riyadh,Electronics,Online,6,5249.27,0,,4.36
2025-02-04,Riyadh-Olaya,Riyadh,Apparel,In-Store,49,6772.52,1,919.0,3.46
2025-02-04,Riyadh-Olaya,Riyadh,Apparel,Online,10,1512.59,0,,3.27
2025-02-04,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,53,10726.12,1,919.0,3.63
2025-02-04,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,8,1821.41,0,,3.58
2025-02-04,Riyadh-Olaya,Riyadh,Beauty,In-Store,41,3564.5,1,919.0,4.34
2025-02-04,Riyadh-Olaya,Riyadh,Beauty,Online,6,516.2,0,,3.77
2025-02-04,Riyadh-Olaya,Riyadh,Groceries,In-Store,37,1820.94,1,919.0,3.91
2025-02-04,Riyadh-Olaya,Riyadh,Groceries,Online,10,478.9,0,,3.95
2025-02-05,Riyadh-Olaya,Riyadh,Electronics,In-Store,42,35444.7,2,938.0,4.51
2025-02-05,Riyadh-Olaya,Riyadh,Electronics,Online,7,6368.38,0,,3.49
2025-02-05,Riyadh-Olaya,Riyadh,Apparel,In-Store,43,5755.8,2,938.0,4.69
2025-02-05,Riyadh-Olaya,Riyadh,Apparel,Online,13,1809.18,1,,3.53
2025-02-05,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,53,11767.44,1,938.0,5.0
2025-02-05,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,10,1913.18,0,,3.28
2025-02-05,Riyadh-Olaya,Riyadh,Beauty,In-Store,61,6254.73,1,938.0,4.33
2025-02-05,Riyadh-Olaya,Riyadh,Beauty,Online,9,876.0,0,,4.01
2025-02-05,Riyadh-Olaya,Riyadh,Groceries,In-Store,43,1744.64,2,938.0,4.18
2025-02-05,Riyadh-Olaya,Riyadh,Groceries,Online,11,457.8,0,,3.7
2025-02-06,Riyadh-Olaya,Riyadh,Electronics,In-Store,59,51112.83,2,968.0,4.25
2025-02-06,Riyadh-Olaya,Riyadh,Electronics,Online,9,7389.14,0,,3.79
2025-02-06,Riyadh-Olaya,Riyadh,Apparel,In-Store,61,8872.77,3,968.0,3.67
2025-02-06,Riyadh-Olaya,Riyadh,Apparel,Online,6,868.18,0,,3.84
2025-02-06,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,51,11445.19,2,968.0,4.34
2025-02-06,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,7,1527.31,0,,4.14
2025-02-06,Riyadh-Olaya,Riyadh,Beauty,In-Store,36,3553.81,1,968.0,3.73
2025-02-06,Riyadh-Olaya,Riyadh,Beauty,Online,7,664.24,0,,3.77
2025-02-06,Riyadh-Olaya,Riyadh,Groceries,In-Store,48,1958.18,2,968.0,4.78
2025-02-06,Riyadh-Olaya,Riyadh,Groceries,Online,9,417.59,0,,3.18
2025-02-07,Riyadh-Olaya,Riyadh,Electronics,In-Store,74,61484.32,3,1265.0,3.93
2025-02-07,Riyadh-Olaya,Riyadh,Electronics,Online,15,13575.0,1,,3.49
2025-02-07,Riyadh-Olaya,Riyadh,Apparel,In-Store,50,7291.09,1,1265.0,4.41
2025-02-07,Riyadh-Olaya,Riyadh,Apparel,Online,8,1097.02,0,,3.68
2025-02-07,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,72,14370.1,3,1265.0,3.92
2025-02-07,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,14,2867.71,0,,3.53
2025-02-07,Riyadh-Olaya,Riyadh,Beauty,In-Store,45,4630.87,1,1265.0,4.21
2025-02-07,Riyadh-Olaya,Riyadh,Beauty,Online,12,1049.67,1,,4.75
2025-02-07,Riyadh-Olaya,Riyadh,Groceries,In-Store,85,3881.43,4,1265.0,4.44
2025-02-07,Riyadh-Olaya,Riyadh,Groceries,Online,13,546.57,1,,4.03
2025-02-08,Riyadh-Olaya,Riyadh,Electronics,In-Store,71,60784.29,3,1272.0,3.62
2025-02-08,Riyadh-Olaya,Riyadh,Electronics,Online,13,11073.96,0,,3.3
2025-02-08,Riyadh-Olaya,Riyadh,Apparel,In-Store,78,10315.78,2,1272.0,3.92
2025-02-08,Riyadh-Olaya,Riyadh,Apparel,Online,9,1183.26,0,,3.9
2025-02-08,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,91,18777.23,4,1272.0,4.17
2025-02-08,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,8,1585.79,0,,3.86
2025-02-08,Riyadh-Olaya,Riyadh,Beauty,In-Store,64,6608.71,1,1272.0,4.36
2025-02-08,Riyadh-Olaya,Riyadh,Beauty,Online,15,1461.63,0,,3.69
2025-02-08,Riyadh-Olaya,Riyadh,Groceries,In-Store,86,3788.01,1,1272.0,4.07
2025-02-08,Riyadh-Olaya,Riyadh,Groceries,Online,9,398.11,0,,3.58
2025-02-09,Riyadh-Olaya,Riyadh,Electronics,In-Store,47,39135.59,1,936.0,3.92
2025-02-09,Riyadh-Olaya,Riyadh,Electronics,Online,7,6300.39,0,,3.2
2025-02-09,Riyadh-Olaya,Riyadh,Apparel,In-Store,69,10057.67,1,936.0,3.63
2025-02-09,Riyadh-Olaya,Riyadh,Apparel,Online,10,1355.28,0,,4.0
2025-02-09,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,40,8045.55,1,936.0,4.53
2025-02-09,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,10,1970.71,0,,3.27
2025-02-09,Riyadh-Olaya,Riyadh,Beauty,In-Store,34,3209.58,1,936.0,3.98
2025-02-09,Riyadh-Olaya,Riyadh,Beauty,Online,9,887.26,0,,3.31
2025-02-09,Riyadh-Olaya,Riyadh,Groceries,In-Store,53,2360.69,1,936.0,4.25
2025-02-09,Riyadh-Olaya,Riyadh,Groceries,Online,13,537.09,1,,4.2
2025-02-10,Riyadh-Olaya,Riyadh,Electronics,In-Store,71,62284.42,2,963.0,4.33
2025-02-10,Riyadh-Olaya,Riyadh,Electronics,Online,11,9192.09,1,,2.88
2025-02-10,Riyadh-Olaya,Riyadh,Apparel,In-Store,39,5696.26,2,963.0,3.82
2025-02-10,Riyadh-Olaya,Riyadh,Apparel,Online,12,1844.63,1,,3.98
2025-02-10,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,54,11945.15,2,963.0,4.52
2025-02-10,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,6,1202.71,0,,3.19
2025-02-10,Riyadh-Olaya,Riyadh,Beauty,In-Store,45,4551.27,1,963.0,4.02
2025-02-10,Riyadh-Olaya,Riyadh,Beauty,Online,8,691.2,0,,3.28
2025-02-10,Riyadh-Olaya,Riyadh,Groceries,In-Store,48,2087.87,1,963.0,4.69
2025-02-10,Riyadh-Olaya,Riyadh,Groceries,Online,7,301.49,0,,4.4
2025-02-11,Riyadh-Olaya,Riyadh,Electronics,In-Store,44,37850.08,1,952.0,4.32
2025-02-11,Riyadh-Olaya,Riyadh,Electronics,Online,6,4605.5,0,,3.31
2025-02-11,Riyadh-Olaya,Riyadh,Apparel,In-Store,71,10542.68,2,952.0,4.19
2025-02-11,Riyadh-Olaya,Riyadh,Apparel,Online,11,1610.72,1,,4.23
2025-02-11,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,49,10864.13,1,952.0,3.86
2025-02-11,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,13,2465.71,1,,3.42
2025-02-11,Riyadh-Olaya,Riyadh,Beauty,In-Store,38,3794.23,1,952.0,4.02
2025-02-11,Riyadh-Olaya,Riyadh,Beauty,Online,13,1330.58,1,,3.41
2025-02-11,Riyadh-Olaya,Riyadh,Groceries,In-Store,71,3240.04,4,952.0,3.68
2025-02-11,Riyadh-Olaya,Riyadh,Groceries,Online,6,286.1,0,,3.66
2025-02-12,Riyadh-Olaya,Riyadh,Electronics,In-Store,31,28286.63,1,910.0,3.55
2025-02-12,Riyadh-Olaya,Riyadh,Electronics,Online,7,5594.86,0,,3.54
2025-02-12,Riyadh-Olaya,Riyadh,Apparel,In-Store,65,8220.71,3,910.0,4.93
2025-02-12,Riyadh-Olaya,Riyadh,Apparel,Online,9,1178.68,1,,3.91
2025-02-12,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,48,10298.88,1,910.0,3.71
2025-02-12,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,8,1825.99,0,,3.64
2025-02-12,Riyadh-Olaya,Riyadh,Beauty,In-Store,64,6549.64,3,910.0,5.0
2025-02-12,Riyadh-Olaya,Riyadh,Beauty,Online,13,1213.54,0,,3.31
2025-02-12,Riyadh-Olaya,Riyadh,Groceries,In-Store,50,2271.74,2,910.0,4.57
2025-02-12,Riyadh-Olaya,Riyadh,Groceries,Online,12,542.41,1,,3.29
2025-02-13,Riyadh-Olaya,Riyadh,Electronics,In-Store,45,36524.96,1,961.0,3.55
2025-02-13,Riyadh-Olaya,Riyadh,Electronics,Online,12,9535.83,0,,3.6
2025-02-13,Riyadh-Olaya,Riyadh,Apparel,In-Store,64,9336.7,2,961.0,3.99
2025-02-13,Riyadh-Olaya,Riyadh,Apparel,Online,9,1337.24,0,,4.09
2025-02-13,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,36,7448.46,1,961.0,4.22
2025-02-13,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,8,1787.3,0,,4.19
2025-02-13,Riyadh-Olaya,Riyadh,Beauty,In-Store,47,4183.35,2,961.0,3.77
2025-02-13,Riyadh-Olaya,Riyadh,Beauty,Online,13,1264.26,1,,4.45
2025-02-13,Riyadh-Olaya,Riyadh,Groceries,In-Store,51,2073.03,1,961.0,4.91
2025-02-13,Riyadh-Olaya,Riyadh,Groceries,Online,12,500.88,1,,3.07
2025-02-14,Riyadh-Olaya,Riyadh,Electronics,In-Store,83,67704.55,2,1290.0,4.23
2025-02-14,Riyadh-Olaya,Riyadh,Electronics,Online,18,15461.67,1,,3.53
2025-02-14,Riyadh-Olaya,Riyadh,Apparel,In-Store,46,6226.2,2,1290.0,4.51
2025-02-14,Riyadh-Olaya,Riyadh,Apparel,Online,17,2615.48,1,,4.33
2025-02-14,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,85,16381.71,4,1290.0,4.12
2025-02-14,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,16,3090.31,1,,3.9
2025-02-14,Riyadh-Olaya,Riyadh,Beauty,In-Store,65,6599.9,1,1290.0,4.06
2025-02-14,Riyadh-Olaya,Riyadh,Beauty,Online,14,1406.68,1,,3.72
2025-02-14,Riyadh-Olaya,Riyadh,Groceries,In-Store,81,3363.78,2,1290.0,3.47
2025-02-14,Riyadh-Olaya,Riyadh,Groceries,Online,16,709.17,1,,3.66
2025-02-15,Riyadh-Olaya,Riyadh,Electronics,In-Store,65,56043.03,1,1251.0,3.96
2025-02-15,Riyadh-Olaya,Riyadh,Electronics,Online,10,8009.03,0,,4.31
2025-02-15,Riyadh-Olaya,Riyadh,Apparel,In-Store,71,10587.77,1,1251.0,3.96
2025-02-15,Riyadh-Olaya,Riyadh,Apparel,Online,8,1040.09,0,,3.62
2025-02-15,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,88,18740.34,4,1251.0,3.31
2025-02-15,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,12,2698.14,1,,3.37
2025-02-15,Riyadh-Olaya,Riyadh,Beauty,In-Store,54,4734.59,2,1251.0,4.1
2025-02-15,Riyadh-Olaya,Riyadh,Beauty,Online,9,836.26,0,,3.17
2025-02-15,Riyadh-Olaya,Riyadh,Groceries,In-Store,81,3612.41,2,1251.0,4.26
2025-02-15,Riyadh-Olaya,Riyadh,Groceries,Online,14,585.89,1,,3.84
2025-02-16,Riyadh-Olaya,Riyadh,Electronics,In-Store,51,40796.14,1,924.0,3.83
2025-02-16,Riyadh-Olaya,Riyadh,Electronics,Online,8,6899.93,0,,4.16
2025-02-16,Riyadh-Olaya,Riyadh,Apparel,In-Store,47,6751.34,1,924.0,3.97
2025-02-16,Riyadh-Olaya,Riyadh,Apparel,Online,7,960.26,0,,3.68
2025-02-16,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,55,10442.9,1,924.0,3.62
2025-02-16,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,12,2654.67,1,,3.73
2025-02-16,Riyadh-Olaya,Riyadh,Beauty,In-Store,68,6590.45,3,924.0,4.38
2025-02-16,Riyadh-Olaya,Riyadh,Beauty,Online,7,727.48,0,,3.73
2025-02-16,Riyadh-Olaya,Riyadh,Groceries,In-Store,40,1653.87,1,924.0,4.72
2025-02-16,Riyadh-Olaya,Riyadh,Groceries,Online,12,535.85,0,,3.77
2025-02-17,Riyadh-Olaya,Riyadh,Electronics,In-Store,58,52309.24,2,978.0,3.94
2025-02-17,Riyadh-Olaya,Riyadh,Electronics,Online,6,5527.19,0,,4.25
2025-02-17,Riyadh-Olaya,Riyadh,Apparel,In-Store,72,9252.98,3,978.0,4.78
2025-02-17,Riyadh-Olaya,Riyadh,Apparel,Online,12,1793.24,0,,3.41
2025-02-17,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,69,14424.74,1,978.0,4.35
2025-02-17,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,7,1354.1,0,,3.8
2025-02-17,Riyadh-Olaya,Riyadh,Beauty,In-Store,51,4455.8,1,978.0,3.51
2025-02-17,Riyadh-Olaya,Riyadh,Beauty,Online,10,976.84,0,,3.07
2025-02-17,Riyadh-Olaya,Riyadh,Groceries,In-Store,54,2201.55,2,978.0,4.05
2025-02-17,Riyadh-Olaya,Riyadh,Groceries,Online,12,533.26,1,,4.02
2025-02-18,Riyadh-Olaya,Riyadh,Electronics,In-Store,58,51273.42,1,1001.0,4.87
2025-02-18,Riyadh-Olaya,Riyadh,Electronics,Online,6,4770.42,0,,4.09
2025-02-18,Riyadh-Olaya,Riyadh,Apparel,In-Store,40,5361.92,2,1001.0,4.29
2025-02-18,Riyadh-Olaya,Riyadh,Apparel,Online,10,1291.22,0,,4.09
2025-02-18,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,64,12721.26,2,1001.0,4.35
2025-02-18,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,14,3098.65,0,,3.56
2025-02-18,Riyadh-Olaya,Riyadh,Beauty,In-Store,47,4491.2,1,1001.0,4.2
2025-02-18,Riyadh-Olaya,Riyadh,Beauty,Online,8,702.83,0,,3.8
2025-02-18,Riyadh-Olaya,Riyadh,Groceries,In-Store,41,1783.67,1,1001.0,4.23
2025-02-18,Riyadh-Olaya,Riyadh,Groceries,Online,12,491.49,1,,3.71
2025-02-19,Riyadh-Olaya,Riyadh,Electronics,In-Store,33,25454.54,1,959.0,4.31
2025-02-19,Riyadh-Olaya,Riyadh,Electronics,Online,6,4600.98,0,,3.35
2025-02-19,Riyadh-Olaya,Riyadh,Apparel,In-Store,60,7893.63,1,959.0,4.02
2025-02-19,Riyadh-Olaya,Riyadh,Apparel,Online,7,962.02,0,,4.33
2025-02-19,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,44,9515.92,1,959.0,3.57
2025-02-19,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,6,1181.08,0,,3.29
2025-02-19,Riyadh-Olaya,Riyadh,Beauty,In-Store,61,5753.35,3,959.0,3.49
2025-02-19,Riyadh-Olaya,Riyadh,Beauty,Online,7,700.77,0,,3.74
2025-02-19,Riyadh-Olaya,Riyadh,Groceries,In-Store,50,2269.17,2,959.0,4.53
2025-02-19,Riyadh-Olaya,Riyadh,Groceries,Online,8,335.7,0,,3.48
2025-02-20,Riyadh-Olaya,Riyadh,Electronics,In-Store,44,40272.73,1,968.0,4.1
2025-02-20,Riyadh-Olaya,Riyadh,Electronics,Online,11,9078.76,0,,3.76
2025-02-20,Riyadh-Olaya,Riyadh,Apparel,In-Store,36,5278.96,1,968.0,3.03
2025-02-20,Riyadh-Olaya,Riyadh,Apparel,Online,6,852.99,0,,3.83
2025-02-20,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,61,12150.05,2,968.0,4.01
2025-02-20,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,11,2281.07,0,,3.54
2025-02-20,Riyadh-Olaya,Riyadh,Beauty,In-Store,48,4589.08,1,968.0,4.61
2025-02-20,Riyadh-Olaya,Riyadh,Beauty,Online,13,1193.71,0,,3.76
2025-02-20,Riyadh-Olaya,Riyadh,Groceries,In-Store,62,2807.98,1,968.0,3.88
2025-02-20,Riyadh-Olaya,Riyadh,Groceries,Online,13,606.0,1,,3.62
2025-02-21,Riyadh-Olaya,Riyadh,Electronics,In-Store,57,47035.25,1,1301.0,3.81
2025-02-21,Riyadh-Olaya,Riyadh,Electronics,Online,15,12885.86,1,,3.13
2025-02-21,Riyadh-Olaya,Riyadh,Apparel,In-Store,68,9447.0,1,1301.0,4.46
2025-02-21,Riyadh-Olaya,Riyadh,Apparel,Online,9,1362.69,1,,3.62
2025-02-21,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,52,10303.87,1,1301.0,3.67
2025-02-21,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,12,2763.09,0,,4.07
2025-02-21,Riyadh-Olaya,Riyadh,Beauty,In-Store,79,8072.79,3,1301.0,3.53
2025-02-21,Riyadh-Olaya,Riyadh,Beauty,Online,10,990.86,1,,3.1
2025-02-21,Riyadh-Olaya,Riyadh,Groceries,In-Store,74,3517.84,3,1301.0,3.74
2025-02-21,Riyadh-Olaya,Riyadh,Groceries,Online,17,719.68,1,,3.81
2025-02-22,Riyadh-Olaya,Riyadh,Electronics,In-Store,93,84187.31,4,1286.0,4.19
2025-02-22,Riyadh-Olaya,Riyadh,Electronics,Online,12,11188.88,1,,3.91
2025-02-22,Riyadh-Olaya,Riyadh,Apparel,In-Store,62,8346.62,1,1286.0,4.55
2025-02-22,Riyadh-Olaya,Riyadh,Apparel,Online,12,1803.99,1,,4.01
2025-02-22,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,65,14414.51,2,1286.0,4.31
2025-02-22,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,9,1880.19,1,,3.77
2025-02-22,Riyadh-Olaya,Riyadh,Beauty,In-Store,90,8720.5,2,1286.0,3.92
2025-02-22,Riyadh-Olaya,Riyadh,Beauty,Online,18,1871.82,1,,3.77
2025-02-22,Riyadh-Olaya,Riyadh,Groceries,In-Store,78,3782.94,2,1286.0,4.26
2025-02-22,Riyadh-Olaya,Riyadh,Groceries,Online,13,528.96,1,,2.97
2025-02-23,Riyadh-Olaya,Riyadh,Electronics,In-Store,60,54151.03,2,1010.0,4.38
2025-02-23,Riyadh-Olaya,Riyadh,Electronics,Online,9,7394.67,0,,4.26
2025-02-23,Riyadh-Olaya,Riyadh,Apparel,In-Store,33,4717.27,1,1010.0,4.26
2025-02-23,Riyadh-Olaya,Riyadh,Apparel,Online,10,1392.74,0,,3.69
2025-02-23,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,36,8002.18,1,1010.0,4.22
2025-02-23,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,14,2880.34,1,,3.91
2025-02-23,Riyadh-Olaya,Riyadh,Beauty,In-Store,56,4990.02,1,1010.0,4.36
2025-02-23,Riyadh-Olaya,Riyadh,Beauty,Online,8,799.6,0,,2.96
2025-02-23,Riyadh-Olaya,Riyadh,Groceries,In-Store,58,2469.01,2,1010.0,4.75
2025-02-23,Riyadh-Olaya,Riyadh,Groceries,Online,12,531.62,1,,4.33
2025-02-24,Riyadh-Olaya,Riyadh,Electronics,In-Store,52,48312.55,2,929.0,3.97
2025-02-24,Riyadh-Olaya,Riyadh,Electronics,Online,7,6117.96,0,,3.94
2025-02-24,Riyadh-Olaya,Riyadh,Apparel,In-Store,41,6305.99,1,929.0,3.02
2025-02-24,Riyadh-Olaya,Riyadh,Apparel,Online,10,1450.81,0,,3.51
2025-02-24,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,56,12354.35,3,929.0,3.68
2025-02-24,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,13,2610.95,1,,3.65
2025-02-24,Riyadh-Olaya,Riyadh,Beauty,In-Store,34,3415.41,1,929.0,3.75
2025-02-24,Riyadh-Olaya,Riyadh,Beauty,Online,13,1284.26,0,,3.37
2025-02-24,Riyadh-Olaya,Riyadh,Groceries,In-Store,50,2332.43,2,929.0,3.45
2025-02-24,Riyadh-Olaya,Riyadh,Groceries,Online,12,574.14,0,,3.87
2025-02-25,Riyadh-Olaya,Riyadh,Electronics,In-Store,48,44600.24,1,920.0,4.49
2025-02-25,Riyadh-Olaya,Riyadh,Electronics,Online,8,6313.16,0,,3.12
2025-02-25,Riyadh-Olaya,Riyadh,Apparel,In-Store,67,9452.11,2,920.0,3.92
2025-02-25,Riyadh-Olaya,Riyadh,Apparel,Online,9,1210.12,0,,4.28
2025-02-25,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,60,13744.26,1,920.0,4.0
2025-02-25,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,6,1165.49,0,,3.37
2025-02-25,Riyadh-Olaya,Riyadh,Beauty,In-Store,48,4507.48,1,920.0,4.87
2025-02-25,Riyadh-Olaya,Riyadh,Beauty,Online,8,821.02,0,,3.17
2025-02-25,Riyadh-Olaya,Riyadh,Groceries,In-Store,58,2701.19,3,920.0,4.07
2025-02-25,Riyadh-Olaya,Riyadh,Groceries,Online,7,289.12,0,,4.96
2025-02-26,Riyadh-Olaya,Riyadh,Electronics,In-Store,70,59677.44,1,971.0,5.0
2025-02-26,Riyadh-Olaya,Riyadh,Electronics,Online,10,8913.55,1,,3.67
2025-02-26,Riyadh-Olaya,Riyadh,Apparel,In-Store,50,7525.45,2,971.0,3.61
2025-02-26,Riyadh-Olaya,Riyadh,Apparel,Online,6,838.41,0,,3.45
2025-02-26,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,44,9375.79,1,971.0,3.22
